,index,amt,merchant_1,merchant_2,category,year,city_pop,is_fraud
508981,508981,28.7,210,-1,9,1990,137,0
728725,728725,3.0,523,-1,10,1975,5548,0
727714,727714,68.45,569,98,2,1994,71335,0
570768,570768,175.35,123,-1,4,1987,12335,0
959674,959674,8.85,641,-1,1,2000,111,0
913702,913702,98.14,88,90,6,1932,84861,0
897392,897392,28.85,46,188,3,1972,11256,0
491659,491659,7.05,333,-1,8,1932,341,0
1190165,1190165,86.32,270,79,2,1967,5989,0
94051,94051,5.82,565,-1,12,1964,2317,0
848356,848356,136.8,225,-1,4,1969,23,0
1076308,1076308,91.19,139,-1,4,1962,370,0
1064751,1064751,147.85,73,-1,7,1927,16305,0
966014,966014,80.67,1,-1,10,1960,1506,0
377175,377175,1.49,294,0,11,1949,13717,0
915714,915714,58.86,306,-1,0,1977,378909,0
47061,47061,32.03,183,-1,11,1976,190249,0
379674,379674,647.56,33,-1,13,1964,11751,0
470406,470406,300.63,470,-1,7,1940,1363,0
87301,87301,69.01,357,-1,0,1986,795,0
1091754,1091754,7.52,352,24,11,1967,1725,0
1293052,1293052,105.81,184,113,4,1984,85,0
145586,145586,52.3,388,-1,10,1974,71485,0
63675,63675,71.87,526,-1,2,1988,35371,0
16429,16429,52.52,430,-1,7,1974,1804,0
857437,857437,1.23,476,166,11,1976,21902,0
717843,717843,2.68,626,116,12,1977,11250,0
197790,197790,18.55,231,-1,9,1955,973849,0
816078,816078,145.24,383,-1,12,1974,824,0
479911,479911,1.92,237,-1,12,1969,4138,0
158347,158347,32.91,414,201,3,1984,3766,0
691469,691469,72.45,99,187,0,1978,341,0
249698,249698,48.81,112,-1,3,1976,1051,0
1062843,1062843,79.76,478,83,2,1998,17867,0
1067511,1067511,1.89,210,-1,9,1970,190,0
728695,728695,205.44,390,99,1,1970,365,0
583983,583983,6.42,227,-1,5,1963,67082,0
1154258,1154258,48.87,367,41,1,1992,53,0
1045624,1045624,10.71,432,-1,6,1996,564,0
606103,606103,9.63,394,-1,9,1987,32891,0
814036,814036,166.15,283,-1,9,1975,1595797,0
175688,175688,43.26,470,-1,7,1990,722,0
417105,417105,43.88,584,-1,2,1968,10256,0
823903,823903,79.33,438,15,2,1951,427,0
355709,355709,12.29,544,-1,9,1976,1766,0
58677,58677,64.59,41,-1,7,1969,25459,0
906450,906450,1124.41,190,97,12,1972,725,0
182454,182454,6.52,558,103,11,1997,276896,0
1278668,1278668,41.65,507,139,0,1992,123373,0
743122,743122,2.1,14,182,12,1955,475,0
762488,762488,13.06,499,36,12,1977,7155,0
174543,174543,54.49,515,128,2,1987,647,0
209181,209181,36.24,518,20,6,1962,1143,0
1187224,1187224,2.14,329,-1,11,1963,171170,0
418608,418608,28.73,264,-1,6,1970,1979,0
148336,148336,98.98,407,162,4,1974,645,0
1024885,1024885,26.29,336,-1,8,1964,1038,0
776548,776548,74.7,289,-1,5,1979,595,0
1140674,1140674,3.43,188,-1,7,1966,1606,0
1216840,1216840,153.66,496,39,11,1961,2158,0
251812,251812,131.39,158,-1,5,1997,3224,0
1180686,1180686,326.16,585,-1,9,1961,237282,0
683694,683694,134.36,586,-1,12,1986,337,0
722092,722092,63.24,216,67,3,1985,20328,0
1143760,1143760,105.35,300,-1,4,1969,45303,0
400549,400549,46.22,542,-1,3,1986,741,0
998940,998940,9.67,242,-1,7,1987,910148,0
1031498,1031498,80.9,634,-1,4,1970,601723,0
184743,184743,61.4,301,-1,0,1961,1132,0
166584,166584,60.39,501,-1,5,1969,568,0
1270935,1270935,94.08,536,13,4,1958,937,0
745880,745880,1.56,537,-1,11,1998,4542,0
583004,583004,118.08,206,-1,4,1973,2376,0
735669,735669,70.68,75,-1,0,1956,260,0
602832,602832,5.52,120,-1,7,1988,88735,0
762759,762759,105.91,132,-1,0,1966,47772,0
1175573,1175573,6.71,486,118,8,1998,17867,0
783441,783441,6.53,134,-1,12,1977,3996,0
773576,773576,4.08,595,-1,9,1988,3495,0
182031,182031,6.48,532,80,0,1966,233717,0
806160,806160,77.11,208,4,10,1970,710,0
79584,79584,51.74,229,-1,2,1935,73,0
285495,285495,23.95,51,-1,0,1976,324,0
103294,103294,51.31,355,-1,7,1982,1789,0
939693,939693,82.74,153,-1,2,1929,276,0
368427,368427,1.41,250,-1,9,1972,18408,0
588671,588671,1.77,336,-1,8,1958,1271,0
1101392,1101392,35.22,646,23,2,1960,3876,0
1082972,1082972,6.71,523,-1,10,1951,47,0
660135,660135,9.36,537,-1,5,1973,302,0
1167129,1167129,3.54,334,122,13,1997,9594,0
494326,494326,8.02,103,-1,13,1956,1892,0
180486,180486,24.71,314,179,1,1952,254,0
470928,470928,27.64,212,-1,5,1955,207,0
726969,726969,15.18,124,153,6,1984,21134,0
1094481,1094481,66.66,243,14,5,1958,1271,0
11273,11273,23.93,537,-1,5,1991,321490,0
156418,156418,74.58,556,-1,9,1997,1075,0
775815,775815,30.3,430,-1,7,1983,540,0
948546,948546,2.96,465,-1,10,1997,230,0
667689,667689,58.69,646,23,2,1985,760,0
887889,887889,5.23,53,-1,13,1967,344,0
770331,770331,75.27,100,-1,5,1991,825,0
364061,364061,86.56,93,-1,1,1982,172817,0
111846,111846,77.99,72,95,5,1982,1442,0
826112,826112,57.32,36,-1,0,1980,134056,0
328833,328833,123.12,458,-1,12,1984,27971,0
745728,745728,21.0,0,-1,0,1984,85,0
886657,886657,64.33,549,-1,3,1967,899,0
327605,327605,55.24,515,131,2,1972,771,0
1076432,1076432,4.07,286,-1,8,1931,397,0
1208642,1208642,73.66,34,-1,7,1968,9587,0
305874,305874,33.4,147,-1,9,1971,277,0
690292,690292,36.58,258,-1,2,1971,2036,0
772806,772806,3.7,0,-1,0,1935,73,0
919440,919440,4.23,504,16,11,1977,4726,0
967369,967369,76.18,16,-1,3,1993,238602,0
367329,367329,47.12,72,95,5,1926,798,0
289619,289619,93.12,249,-1,7,1924,9784,0
279308,279308,94.95,343,-1,6,1955,1126,0
775136,775136,40.18,515,128,2,1984,1523,0
764376,764376,11.27,638,177,7,1959,6460,0
652555,652555,1.48,278,175,8,1969,23,0
414679,414679,46.74,350,194,7,1981,2457,0
61237,61237,24.87,343,-1,6,1961,2208,0
99316,99316,59.43,313,124,3,1990,217,0
1237572,1237572,4.61,629,49,9,1997,10295,0
994437,994437,49.12,155,-1,6,1992,54185,0
1071951,1071951,136.88,636,-1,6,1949,13717,0
729052,729052,39.75,468,-1,5,1955,4677,0
920802,920802,112.65,137,-1,0,1941,471,0
1089458,1089458,148.56,226,69,4,1956,263,0
1183691,1183691,2.31,415,-1,0,1972,5901,0
203625,203625,88.48,155,-1,6,1987,832,0
832702,832702,128.99,628,-1,7,1972,863,0
357640,357640,4.06,233,-1,9,1965,1791,0
45803,45803,36.83,489,40,2,1986,1675,0
285922,285922,9.88,69,-1,13,1985,76383,0
438111,438111,18.12,107,117,5,1957,759,0
1213012,1213012,34.71,608,-1,7,1985,76383,0
1257174,1257174,78.29,432,-1,6,1993,1507,0
362400,362400,9.33,11,-1,10,1972,454,0
603335,603335,65.85,297,-1,1,1969,23,0
957972,957972,142.85,443,-1,4,1965,804,0
901490,901490,98.31,23,-1,4,1950,3805,0
55130,55130,100.37,242,-1,7,1981,2644,0
1020311,1020311,98.42,73,-1,7,1994,5341,0
1049562,1049562,24.29,73,-1,7,1988,3495,0
592860,592860,1.32,474,-1,0,1985,824,0
1172382,1172382,84.97,376,47,7,1977,16183,0
575085,575085,114.15,66,-1,11,1983,2060,0
1088685,1088685,11.54,412,207,6,1965,1791,0
1291139,1291139,2.5,280,-1,11,1968,215,0
678853,678853,2.82,555,-1,10,1998,166081,0
1060139,1060139,33.72,111,-1,2,1991,520,0
1071957,1071957,103.39,529,141,10,1955,355,0
1271624,1271624,55.04,515,128,2,1996,564,0
607393,607393,2.1,28,189,12,1963,176,0
828608,828608,73.52,472,54,2,1991,601723,0
525370,525370,48.63,433,-1,1,1987,54767,0
1158450,1158450,72.12,339,88,2,2005,267,0
901192,901192,4.51,223,212,11,1962,207,0
643303,643303,49.79,249,-1,7,1973,123,0
195273,195273,5.98,267,-1,11,1981,222785,0
1178758,1178758,78.09,549,-1,3,1980,504,0
1130264,1130264,129.06,565,-1,12,1974,645,0
382117,382117,123.54,587,-1,5,1980,134056,0
1264434,1264434,33.37,281,-1,10,1972,725,0
1208951,1208951,33.57,556,-1,9,1988,477,0
139001,139001,58.84,163,158,3,1999,895,0
305513,305513,1.34,28,93,12,1948,2971,0
974509,974509,67.49,379,-1,2,1974,177,0
1147262,1147262,8.37,102,-1,8,1972,922,0
54608,54608,30.83,529,141,10,1951,1178,0
229404,229404,66.95,552,-1,3,1985,1526206,0
637728,637728,32.05,14,18,6,1976,6120,0
941550,941550,65.98,316,-1,2,1991,291,0
212873,212873,4.29,496,39,11,1976,1643,0
224983,224983,2.59,524,-1,11,1973,2121,0
495890,495890,1.88,87,-1,9,1975,5895,0
670723,670723,105.31,254,72,4,1974,1195,0
1187959,1187959,5.9,636,-1,6,1991,107941,0
72420,72420,96.12,28,53,11,1975,566,0
93695,93695,68.18,450,-1,2,1975,4074,0
430808,430808,4.4,475,-1,10,1973,687276,0
683291,683291,55.08,537,-1,11,1971,5950,0
1192638,1192638,89.78,99,187,0,1987,737,0
824150,824150,54.99,341,-1,2,1960,502,0
628940,628940,124.42,135,-1,8,1976,19054,0
601413,601413,20.24,108,-1,10,1960,478,0
1071645,1071645,61.11,12,-1,4,1977,28278,0
232390,232390,138.28,442,-1,12,1976,2054,0
116883,116883,1.11,64,-1,9,1966,519,0
367280,367280,6.25,294,0,11,1964,11751,0
45386,45386,14.59,234,151,5,1995,724,0
47030,47030,6.84,499,36,12,1977,28278,0
956662,956662,80.68,401,-1,6,1986,741,0
498348,498348,90.15,551,-1,9,1989,71463,0
1203286,1203286,137.13,339,185,1,1970,601723,0
289936,289936,1.57,232,-1,12,1970,2526,0
27625,27625,24.04,73,-1,7,1972,765,0
147423,147423,5.95,190,97,12,1990,18128,0
320724,320724,91.81,209,105,12,2004,2135,0
824129,824129,13.2,618,-1,8,1971,1368,0
458690,458690,27.4,154,-1,10,1963,222,0
842252,842252,63.72,197,102,2,1969,92294,0
1224129,1224129,65.74,362,-1,2,1962,2092,0
456983,456983,79.82,39,108,10,1984,467,0
616560,616560,50.09,312,-1,4,1988,7268,0
825275,825275,102.8,444,-1,7,1963,176,0
810752,810752,28.64,589,-1,9,1968,92985,0
1112705,1112705,150.69,460,-1,1,1945,2290,0
140606,140606,135.88,70,-1,7,1989,530,0
1234247,1234247,2.49,490,174,10,1960,626,0
149503,149503,1.89,214,-1,7,1964,2317,0
1046965,1046965,33.35,569,98,2,1953,1631,0
716119,716119,7.99,486,118,8,1942,60,0
40311,40311,38.69,151,-1,5,1932,341,0
714422,714422,100.92,126,-1,0,1975,5895,0
476716,476716,42.92,594,11,5,1987,94325,0
947858,947858,44.69,346,-1,2,2000,136,0
801345,801345,48.29,377,190,10,1975,9815,0
1138003,1138003,72.46,154,-1,10,1989,140,0
670009,670009,26.94,263,-1,1,1977,378909,0
225335,225335,10.72,612,-1,10,1997,973849,0
699125,699125,70.58,156,-1,1,1976,313,0
415496,415496,43.32,32,-1,8,1974,878,0
868864,868864,53.35,385,126,5,1980,5512,0
747200,747200,2.01,557,-1,11,1965,269,0
499001,499001,55.45,572,29,3,1972,11256,0
1244428,1244428,1.02,286,-1,8,1973,4471,0
288604,288604,7.85,295,-1,12,1989,77,0
1130611,1130611,42.67,465,-1,10,1946,128,0
1065007,1065007,72.44,279,-1,0,1976,1302,0
334869,334869,1.35,163,127,8,1984,85,0
458396,458396,60.76,236,130,6,1967,571,0
678575,678575,73.13,254,72,4,1984,79008,0
624085,624085,8.21,49,-1,10,1995,2607,0
275567,275567,24.27,79,-1,7,1928,217,0
1088406,1088406,79.17,109,-1,0,1976,2054,0
1012402,1012402,10.44,315,74,6,1931,2807,0
181221,181221,7.94,477,-1,13,1962,91,0
1084866,1084866,9.09,283,-1,9,1991,69,0
470370,470370,6.53,247,-1,10,1976,1766,0
78774,78774,13.41,338,-1,1,1989,5662,0
761415,761415,188.96,203,-1,9,1961,5451,0
595549,595549,90.46,622,-1,0,1954,695,0
108998,108998,3.93,334,122,13,1950,3805,0
1232491,1232491,38.12,15,-1,5,1939,61,0
63337,63337,128.84,327,19,11,1975,1263321,0
204260,204260,28.64,382,-1,6,1964,5438,0
58483,58483,77.02,388,-1,10,1986,99,0
736925,736925,2.37,576,-1,11,1980,493806,0
38996,38996,6.02,28,53,11,1984,19685,0
486468,486468,3.75,380,-1,12,2001,21635,0
336250,336250,136.69,449,178,8,1984,85,0
184007,184007,120.02,206,-1,4,1956,134056,0
641201,641201,20.02,140,60,6,1965,804,0
144696,144696,30.13,121,-1,1,1988,1847,0
520818,520818,157.31,60,-1,7,1977,3996,0
1265580,1265580,1574.76,558,103,11,1990,1382480,0
174718,174718,9.51,55,-1,7,1965,1478,0
904351,904351,80.41,101,-1,2,1998,4542,0
672956,672956,890.56,455,-1,12,1976,6120,0
261018,261018,74.48,44,-1,2,1987,95035,0
133656,133656,5.36,162,-1,5,1941,2443,0
876499,876499,46.99,88,90,6,1959,2383912,0
204055,204055,71.99,431,27,6,1976,1680,0
100163,100163,43.52,471,-1,7,1976,1645,0
992804,992804,8.3,444,-1,7,1976,6120,0
840134,840134,144.09,587,-1,5,1956,489,0
1290066,1290066,71.49,41,-1,7,1959,198,0
1102252,1102252,159.4,446,-1,6,1984,59744,0
943738,943738,145.31,502,12,4,1942,864,0
1140473,1140473,11.64,414,201,3,2005,267,0
13847,13847,80.3,41,-1,7,1972,743,0
149923,149923,84.61,482,-1,11,1974,824,0
79350,79350,76.5,610,-1,5,1990,7297,0
126663,126663,123.97,225,-1,4,1988,885,0
1256851,1256851,76.55,70,-1,7,1949,237282,0
1284877,1284877,40.07,560,-1,6,1975,35299,0
284692,284692,82.29,420,-1,2,1958,308,0
574546,574546,70.07,305,-1,2,1987,54767,0
1163657,1163657,25.3,495,-1,10,1977,16183,0
301747,301747,6.13,285,37,8,1984,3451,0
282557,282557,1.25,217,-1,1,1973,687276,0
1221213,1221213,17.25,611,70,12,1998,17867,0
1194157,1194157,9.44,524,-1,11,1973,5927,0
540545,540545,112.4,479,-1,6,1983,1166,0
9673,9673,8.4,179,-1,11,1984,3766,0
478504,478504,8.24,352,24,11,1988,88735,0
659374,659374,3.86,476,166,11,1988,1847,0
152274,152274,53.22,450,-1,2,1961,2135,0
858020,858020,18.95,178,-1,6,1963,1293,0
1257578,1257578,24.65,170,-1,5,1986,1675,0
841672,841672,129.61,466,64,12,1976,2054,0
1208177,1208177,67.81,568,-1,6,1954,602,0
547667,547667,17.29,34,-1,7,1944,74,0
992138,992138,73.51,304,96,6,1980,686,0
797983,797983,148.83,283,-1,9,1990,498,0
1262831,1262831,98.17,639,-1,10,1994,5719,0
1090059,1090059,19.44,87,-1,9,1981,3104,0
365655,365655,2.94,200,-1,6,1926,1324,0
195951,195951,94.05,138,-1,4,1984,85,0
495689,495689,111.64,89,-1,4,1988,885,0
833076,833076,39.73,268,-1,1,1987,95035,0
136780,136780,80.81,337,-1,8,1986,50835,0
747936,747936,38.98,560,-1,6,1955,14783,0
1157498,1157498,149.61,188,-1,7,1997,2408,0
117009,117009,7.21,448,-1,12,1926,2856,0
897296,897296,52.89,515,128,2,1987,647,0
158560,158560,142.76,342,-1,4,1943,2274,0
655772,655772,41.51,192,-1,7,1987,46,0
852288,852288,83.96,393,150,6,1940,1363,0
83052,83052,16.85,431,27,6,1950,43102,0
1070296,1070296,52.74,332,-1,5,1990,4056,0
1220728,1220728,3.03,473,28,13,1998,1423,0
815593,815593,1.67,285,110,8,1970,46563,0
1036637,1036637,77.16,555,-1,10,1978,341,0
573755,573755,173.45,60,-1,7,1951,427,0
514253,514253,44.63,45,-1,1,1977,28278,0
1274615,1274615,3.09,197,147,11,2004,817312,0
477066,477066,7.8,339,185,1,1988,167,0
910074,910074,61.56,57,21,9,1970,34496,0
50629,50629,3.24,15,-1,5,1935,31970,0
399049,399049,79.86,550,-1,0,1987,32891,0
995722,995722,104.12,254,72,4,1962,269,0
1207958,1207958,114.13,616,-1,7,1958,4895,0
739995,739995,3.58,356,156,13,1967,899,0
416510,416510,30.74,181,-1,9,1993,1504,0
165446,165446,9.09,219,165,13,1960,626,0
202983,202983,9.17,521,9,11,1962,2092,0
321347,321347,136.91,190,97,12,1985,928,0
575117,575117,101.91,27,-1,4,1946,642,0
771511,771511,19.41,209,10,5,1993,14742,0
533471,533471,57.38,79,-1,7,1986,741,0
1099718,1099718,44.33,93,-1,1,1966,24645,0
788484,788484,182.68,607,-1,7,1976,6120,0
1175707,1175707,5.56,471,-1,7,1953,1831,0
767557,767557,4.94,83,163,13,1967,1725,0
616594,616594,92.07,311,-1,4,1964,11751,0
1031238,1031238,37.11,71,-1,2,1942,2328,0
1043834,1043834,69.23,536,13,4,1994,4354,0
359038,359038,179.49,421,58,5,1946,128,0
423819,423819,137.87,226,69,4,1945,6713,0
294320,294320,88.37,105,104,6,1983,2644,0
720588,720588,12.18,643,192,10,1933,18760,0
1090668,1090668,3.81,332,-1,5,2000,111,0
876938,876938,4.66,377,190,10,1945,165,0
94513,94513,18.84,182,-1,7,1996,564,0
836703,836703,36.34,416,-1,12,1975,5548,0
288501,288501,35.3,378,-1,7,1980,124967,0
962586,962586,1359.37,52,-1,9,1967,5989,0
1123996,1123996,2.9,594,132,0,1955,7430,0
141502,141502,19.55,490,42,7,1976,3684,0
1111605,1111605,98.3,206,-1,4,1959,1131,0
126377,126377,8.34,522,-1,9,1962,2092,0
896330,896330,7.02,518,20,6,1967,471,0
371700,371700,177.61,93,-1,1,1958,23045,0
507729,507729,43.89,471,-1,7,1926,798,0
204345,204345,50.49,607,-1,7,1953,69793,0
798291,798291,89.37,365,-1,13,1952,4603,0
568673,568673,99.61,589,-1,9,1978,5760,0
31879,31879,242.4,286,-1,8,1977,10076,0
1152229,1152229,49.31,234,173,1,1971,1089,0
81656,81656,60.01,379,-1,2,1978,1563,0
48325,48325,69.53,161,92,1,1950,3430,0
1295484,1295484,98.62,4,114,3,1968,9587,0
1262861,1262861,80.75,189,-1,10,2003,1512,0
640503,640503,6.43,208,4,10,1973,1745,0
713906,713906,55.81,256,-1,8,1960,927396,0
436676,436676,4.49,644,-1,8,1955,475,0
725525,725525,12.54,401,-1,6,1965,2786,0
1013270,1013270,4.2,630,-1,9,1949,237282,0
875961,875961,5.07,573,-1,7,1975,910148,0
943238,943238,5.5,567,46,11,1937,1252,0
717973,717973,93.73,478,83,2,1974,878,0
1122133,1122133,17.28,105,104,6,1950,1100,0
165052,165052,11.7,643,192,10,1969,4138,0
459718,459718,7.85,74,-1,8,1990,217,0
564854,564854,136.34,506,-1,7,1957,75903,0
1106674,1106674,46.03,537,-1,11,1987,94325,0
728428,728428,5.26,283,-1,9,1987,2872,0
59518,59518,119.08,227,-1,5,1954,932,0
460899,460899,194.35,107,117,5,1972,922,0
345303,345303,123.15,418,59,4,1945,184,0
859195,859195,100.47,446,-1,6,1970,34496,0
1212315,1212315,59.11,379,-1,2,1945,165,0
824781,824781,6.78,416,-1,12,1994,4354,0
159245,159245,61.73,378,-1,7,1988,1847,0
1028033,1028033,148.93,300,-1,4,1967,344,0
783053,783053,34.1,126,-1,0,1951,1178,0
940815,940815,20.58,427,7,10,1954,1909,0
403865,403865,85.48,97,-1,2,1967,344,0
420581,420581,35.82,233,-1,9,1980,686,0
716706,716706,8.29,231,-1,9,1981,222785,0
854764,854764,195.26,138,-1,4,1979,172247,0
1150094,1150094,100.08,10,200,1,1987,46,0
961731,961731,101.87,427,7,10,1991,520,0
656250,656250,8.32,599,-1,7,1973,635,0
880689,880689,85.67,254,72,4,1988,338,0
23261,23261,24.15,160,-1,7,1997,9594,0
1005590,1005590,3.01,442,-1,12,1955,14783,0
1087729,1087729,91.86,613,191,7,1965,4664,0
718267,718267,148.02,253,-1,4,1967,137,0
1177243,1177243,33.17,268,-1,1,1956,222785,0
1194921,1194921,48.22,113,-1,2,1987,910148,0
1254624,1254624,3.97,121,-1,1,1993,15269,0
305253,305253,9.39,473,28,13,1929,52126,0
528860,528860,63.52,215,-1,2,1974,878,0
614337,614337,58.88,581,45,2,1969,2307,0
1011320,1011320,72.63,180,-1,0,1997,3224,0
9147,9147,17.88,345,-1,6,1978,149,0
906793,906793,42.75,303,-1,0,1984,2263,0
1104342,1104342,85.83,264,-1,6,1987,832,0
404900,404900,206.25,55,-1,7,1991,520,0
234750,234750,6.07,392,-1,9,1983,116155,0
108636,108636,29.12,227,-1,5,1981,1312922,0
788447,788447,84.53,56,-1,7,1970,46563,0
630207,630207,157.88,98,-1,1,1978,5196,0
84816,84816,86.56,546,-1,3,1983,328,0
10496,10496,52.67,450,-1,2,1963,1087,0
68296,68296,84.86,478,83,2,1977,4726,0
256213,256213,17.44,188,-1,7,1989,71463,0
603388,603388,75.78,444,-1,7,1988,3495,0
1290238,1290238,5.81,287,-1,8,1994,4354,0
1285422,1285422,3.88,544,-1,9,1987,647,0
718018,718018,98.01,554,-1,2,1940,8007,0
490041,490041,8.63,33,-1,13,1972,18408,0
269043,269043,30.56,589,-1,9,1976,1645,0
762266,762266,5.8,14,149,1,1941,471,0
592324,592324,20.16,518,20,6,1971,255,0
261474,261474,102.16,120,-1,7,1967,13835,0
1184280,1184280,16.14,620,-1,3,1997,1075,0
18128,18128,8.81,459,-1,12,1988,888,0
71916,71916,20.03,66,-1,11,1971,14228,0
1073076,1073076,69.18,339,88,2,1990,419,0
623255,623255,59.88,145,25,2,1999,2870,0
905428,905428,53.75,71,-1,2,1955,7430,0
451170,451170,26.96,484,-1,6,1978,79613,0
1149194,1149194,38.79,485,-1,9,1976,2142,0
500904,500904,44.94,471,-1,7,1941,1472,0
939775,939775,197.43,390,99,1,1952,10717,0
401253,401253,17.04,550,-1,0,1930,409656,0
669376,669376,48.13,106,-1,7,1989,1078,0
463976,463976,26.09,136,181,12,1988,2523,0
1018192,1018192,71.6,463,-1,2,1957,1758,0
1091141,1091141,19.45,129,-1,10,1959,5791,0
292210,292210,298.29,197,147,11,1942,3119,0
647797,647797,17.49,417,-1,10,2004,163415,0
877200,877200,6.28,262,-1,12,1979,13983,0
308033,308033,141.11,560,-1,6,1985,409656,0
740273,740273,63.04,625,-1,9,1959,13061,0
404290,404290,64.21,526,-1,2,1994,71335,0
124609,124609,25.94,10,200,1,1965,1791,0
81044,81044,38.17,150,-1,10,1968,92985,0
920665,920665,6.79,207,112,1,1971,248858,0
318622,318622,61.07,571,3,3,1979,172247,0
451376,451376,68.0,348,-1,10,1971,277,0
555435,555435,209.29,566,-1,4,1988,3495,0
520186,520186,9.56,143,204,0,1974,878,0
449000,449000,105.01,34,-1,7,1968,413574,0
1029996,1029996,30.7,281,-1,10,1980,509,0
691064,691064,12.06,154,-1,10,1958,1196,0
153615,153615,4.96,57,154,9,1994,2456,0
432030,432030,31.01,242,-1,7,1987,87124,0
586696,586696,107.6,328,-1,4,1954,695,0
591786,591786,81.36,341,-1,2,1969,23,0
950475,950475,140.09,455,-1,12,1984,1858,0
34707,34707,8.03,285,110,8,1974,241,0
771101,771101,109.18,147,-1,9,1975,18182,0
720353,720353,136.31,84,-1,6,1969,673342,0
1083562,1083562,70.8,145,25,2,1998,166081,0
1225291,1225291,23.11,560,-1,6,2000,8874,0
1141666,1141666,522.53,593,-1,13,1973,123,0
247048,247048,75.57,171,-1,2,1974,878,0
439158,439158,73.84,30,-1,1,1971,84106,0
219801,219801,4.4,582,-1,13,1957,1426,0
825927,825927,8.49,519,-1,10,1945,6713,0
1236458,1236458,2.96,449,178,8,1980,124967,0
597896,597896,22.3,567,164,7,1988,888,0
773449,773449,1.17,558,103,11,1960,478,0
777290,777290,97.33,371,68,11,1986,741,0
220104,220104,6.65,213,-1,8,1973,635,0
125389,125389,53.93,5,-1,5,1965,1791,0
952912,952912,14.27,596,214,1,1990,722,0
992111,992111,25.08,363,-1,10,1985,1526206,0
78328,78328,143.28,380,-1,12,1988,885,0
491178,491178,28.77,377,190,10,1977,378909,0
1236451,1236451,86.92,179,-1,11,1982,143,0
752151,752151,1.48,399,2,13,1966,516,0
1153045,1153045,8.72,594,132,0,1957,4161,0
1016405,1016405,109.62,550,-1,0,1960,1923,0
901084,901084,47.23,82,-1,3,1982,639,0
388388,388388,100.62,254,72,4,1972,454,0
367822,367822,104.42,408,-1,12,1978,79613,0
16788,16788,29.71,67,193,10,1982,42817,0
1130392,1130392,75.61,569,98,2,1958,1414,0
726497,726497,173.15,235,-1,9,1978,5760,0
13109,13109,106.46,238,85,5,1956,222785,0
53035,53035,70.48,145,25,2,1966,516,0
205538,205538,204.1,406,-1,4,1991,8830,0
37395,37395,129.25,196,8,8,1996,564,0
447868,447868,6.98,235,-1,9,1960,214518,0
1032814,1032814,4.1,96,-1,12,1994,1684,0
638327,638327,35.8,114,-1,3,1997,4653,0
844236,844236,36.89,372,-1,7,1955,1126,0
1064358,1064358,101.04,127,-1,0,1979,757530,0
192563,192563,71.0,443,-1,4,1976,19054,0
1074780,1074780,1.23,614,-1,1,1972,233060,0
148040,148040,49.06,101,-1,2,1961,320,0
655035,655035,106.49,203,-1,9,1945,5732,0
117682,117682,62.97,543,-1,5,1994,71335,0
799884,799884,9.92,632,176,9,1940,4593,0
1287194,1287194,55.51,68,-1,4,1987,32891,0
919338,919338,886.01,408,-1,12,1971,34882,0
254904,254904,92.87,155,-1,6,1984,27971,0
363509,363509,5.42,140,60,6,1999,6841,0
327432,327432,8.6,179,-1,11,1935,73,0
382668,382668,6.23,394,-1,9,1980,241,0
579842,579842,45.61,24,-1,7,1948,55345,0
716277,716277,129.44,306,-1,0,1938,376,0
1005351,1005351,67.88,118,-1,0,1964,6581,0
103821,103821,62.63,581,56,8,1995,218,0
